Strain Assessment Type,0,ASME 2016
Calculation Mode,      1, calculated circ and axial. 
Axial smooth factor,   0.001
Circ smooth factor,    0.0001
Channels analysed, 29, 30, 31, 32, 33, 34, 
Intermed circ traces,5
Wall Thickness,    6.350000 mm, 0.250000 in 
OD,                323.850000 mm, 12.750000 in 
Axial Disp  (m)
No of rows, 321, no of cols, 7 
        6277.360267199999726,  -0.000001810953317,  -0.000122895334110,  -0.000270226658873,  -0.000441993483818,  -0.000636384365157,  -0.000851587859101,  -0.001085792521863,  -0.001334997610596,  -0.001586445186226,  -0.001825188010619,  -0.002036278845641,  -0.002204770453161,  -0.002315715595043,  -0.002358616158800,  -0.002340770534517,  -0.002273926237923,  -0.002169830784748,  -0.002040231690721,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000974504246582,  -0.000810515839075,  -0.000644537459333,  -0.000477973177368,  -0.000312227063189,  -0.000148703186810,   0.000011194381759,   0.000165625241456,   0.000311003667025,   0.000443307602156,   0.000558514990544,   0.000652603775881, 
        6277.362400800000614,  -0.000009174971241,  -0.000145840402215,  -0.000307757919279,  -0.000492245403829,  -0.000696620737264,  -0.000918201800981,  -0.001154306476378,  -0.001400503860182,  -0.001645367910443,  -0.001875723800539,  -0.002078396703850,  -0.002240211793754,  -0.002347994243631,  -0.002392576588493,  -0.002380820809887,  -0.002323596250994,  -0.002231772254996,  -0.002116218165072,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001125185443149,  -0.000958529595702,  -0.000786411211627,  -0.000611932484398,  -0.000438195607487,  -0.000268302774367,  -0.000105356178513,   0.000047654231146,   0.000188187483855,   0.000313814853402,   0.000422107613574,   0.000510637038161, 
        6277.364229599999817,  -0.000100770427004,  -0.000237420607858,  -0.000399072169981,  -0.000582573714658,  -0.000784773843175,  -0.001002521156816,  -0.001232664256867,  -0.001470447152320,  -0.001704695482996,  -0.001922630296421,  -0.002111472640123,  -0.002258443561629,  -0.002350764108466,  -0.002379614752948,  -0.002352013666533,  -0.002278938445468,  -0.002171366685996,  -0.002040275984364,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000978510661254,  -0.000815034616426,  -0.000649334757166,  -0.000482838460540,  -0.000316973103612,  -0.000153166063447,   0.000007155282889,   0.000162117586986,   0.000308063615054,   0.000440890161959,   0.000556494022563,   0.000650771991732, 
        6277.366363199999796,   0.000068686983818,  -0.000077407852026,  -0.000251000984761,  -0.000448954162231,  -0.000668129132279,  -0.000905387642750,  -0.001157591441487,  -0.001419781109601,  -0.001679712561265,  -0.001923320543917,  -0.002136539804996,  -0.002305305091941,  -0.002415551152192,  -0.002457514327469,  -0.002438637336626,  -0.002370664492801,  -0.002265340109130,  -0.002134408498750,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001045199850342,  -0.000872781115065,  -0.000697930904380,  -0.000523571686392,  -0.000352625929204,  -0.000188016100922,  -0.000032664669650,   0.000110784401368,   0.000240801168338,   0.000356134192325,   0.000455532034394,   0.000537743255611, 
        6277.368192000000818,  -0.000011093680554,  -0.000148124497810,  -0.000310908444218,  -0.000497179049520,  -0.000704669843459,  -0.000931114355780,  -0.001174246116223,  -0.001429724261269,  -0.001684910354339,  -0.001925091565593,  -0.002135555065187,  -0.002301588023280,  -0.002408477610031,  -0.002445962531130,  -0.002421587634390,  -0.002347349303159,  -0.002235243920782,  -0.002097267870607,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000981834937859,  -0.000814425835789,  -0.000646148737015,  -0.000478188259898,  -0.000311729022803,  -0.000147955644093,   0.000011947257869,   0.000166321614617,   0.000311615557268,   0.000443803766837,   0.000558860924338,   0.000652761710784, 
        6277.370325599999887,  -0.000012059212901,  -0.000164857363729,  -0.000342607510375,  -0.000542130520515,  -0.000760247261826,  -0.000993778601983,  -0.001239545408662,  -0.001492664350627,  -0.001741435300994,  -0.001972453933965,  -0.002172315923744,  -0.002327616944534,  -0.002424952670538,  -0.002455085184776,  -0.002425442205535,  -0.002347617859920,  -0.002233206275035,  -0.002093801577984,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.000975671729404,  -0.000809193941264,  -0.000642957918929,  -0.000478844941096,  -0.000318736286459,  -0.000164513233712,  -0.000018057061551,   0.000118796772946,   0.000244396099170,   0.000357134568126,   0.000455405830820,   0.000537603538259, 
        6277.372154399999999,   0.000066983681600,  -0.000078861183290,  -0.000252163961648,  -0.000449793646317,  -0.000668619230143,  -0.000905509705970,  -0.001157334066642,  -0.001419179601236,  -0.001679006783747,  -0.001922994384402,  -0.002137321173428,  -0.002308165921052,  -0.002421707397502,  -0.002468346946350,  -0.002455376204562,  -0.002394309382447,  -0.002296660690318,  -0.002173944338485,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001120190167213,  -0.000941708293244,  -0.000756834767694,  -0.000568805066674,  -0.000380854666297,  -0.000196219042672,  -0.000018133671912,   0.000150213117350,   0.000305821586399,   0.000445739143999,   0.000567013198911,   0.000666691159899, 
        6277.374288000000888,   0.000058365638493,  -0.000096427803730,  -0.000280782256383,  -0.000490603182770,  -0.000721796046198,  -0.000970266309973,  -0.001231919437398,  -0.001501033060119,  -0.001765373483128,  -0.002011079179758,  -0.002224288623339,  -0.002391140287202,  -0.002497772644680,  -0.002534639906373,  -0.002509459231958,  -0.002434263518380,  -0.002321085662588,  -0.002181958561526,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001044820016989,  -0.000868667381699,  -0.000690610777675,  -0.000513004524726,  -0.000338202942662,  -0.000168560351290,  -0.000006431070421,   0.000145817788931,   0.000285767950928,   0.000410988348526,   0.000519047914679,   0.000607515582345, 
        6277.376421599999958,  -0.000008910638149,  -0.000161583865502,  -0.000339079078776,  -0.000538240683171,  -0.000755913083890,  -0.000988940686133,  -0.001234167895101,  -0.001486772371253,  -0.001735264796076,  -0.001966489106313,  -0.002167289238708,  -0.002324509130006,  -0.002424992716950,  -0.002459670130790,  -0.002435816280796,  -0.002364792270742,  -0.002257959204405,  -0.002126678185559,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001043462433076,  -0.000870880718563,  -0.000694595674651,  -0.000516802872156,  -0.000339697881895,  -0.000165476274684,   0.000003666378661,   0.000165346963952,   0.000316432193521,   0.000453601236332,   0.000573533261346,   0.000672907437524, 
        6277.378250400000070,   0.000097380491858,  -0.000068440577141,  -0.000267904535397,  -0.000494136979813,  -0.000740263507293,  -0.000999409714743,  -0.001264701199066,  -0.001528537440807,  -0.001780413455070,  -0.002009098140597,  -0.002203360396132,  -0.002351969120419,  -0.002443693212201,  -0.002471037686631,  -0.002441452024506,  -0.002366121823032,  -0.002256232679415,  -0.002122970190864,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001055531330223,  -0.000891439233721,  -0.000724624572829,  -0.000556209675098,  -0.000387316868075,  -0.000219068479311,  -0.000052586836354,   0.000110397634365,   0.000265722110877,   0.000408615672335,   0.000534307397888,   0.000638026366686, 
        6277.380384000000959,  -0.000028123548764,  -0.000173275247834,  -0.000345814146356,  -0.000542665253632,  -0.000760753578966,  -0.000997004131661,  -0.001248341921021,  -0.001509858171923,  -0.001769308971552,  -0.002012616622668,  -0.002225703428031,  -0.002394491690400,  -0.002504903712536,  -0.002547160935363,  -0.002528681352460,  -0.002461182095569,  -0.002356380296434,  -0.002225993086798,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001124038921928,  -0.000942751891789,  -0.000756771527367,  -0.000569434729237,  -0.000384078397972,  -0.000204039434146,  -0.000032654738332,   0.000126998443838,   0.000272881486507,   0.000403215418759,   0.000516221269678,   0.000610120068351, 
        6277.382212800000161,   0.000019561007597,  -0.000153216592935,  -0.000357489576734,  -0.000586777843484,  -0.000834601292870,  -0.001094479824578,  -0.001359933338292,  -0.001623704481607,  -0.001875426893755,  -0.002103956961878,  -0.002298151073117,  -0.002446865614615,  -0.002538956973512,  -0.002566985993538,  -0.002538331344773,  -0.002464076153883,  -0.002355303547535,  -0.002223096652396,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001128536520965,  -0.000947488930812,  -0.000760382921449,  -0.000569918419005,  -0.000378795349611,  -0.000189713639398,  -0.000005373214496,   0.000171287239116,   0.000336373996076,   0.000485754571175,   0.000615296479203,   0.000720867234950, 
        6277.384346400000140,  -0.000022147917192,  -0.000192532824134,  -0.000391054253252,  -0.000612885304438,  -0.000853199077580,  -0.001107168672569,  -0.001369967189297,  -0.001635472456185,  -0.001892381215794,  -0.002128094939217,  -0.002330015097546,  -0.002485543161875,  -0.002582080603296,  -0.002611073286024,  -0.002580144646755,  -0.002500962515307,  -0.002385194721499,  -0.002244509095148,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001106159154574,  -0.000930300478056,  -0.000752464023148,  -0.000574905363732,  -0.000399880073687,  -0.000229643726894,  -0.000066451897232,   0.000087518178603,   0.000230402612665,   0.000360415854193,   0.000475772352427,   0.000574686556607, 
        6277.386175200000253,   0.000038011597680,  -0.000125756779527,  -0.000319779083005,  -0.000538850632699,  -0.000777766748552,  -0.001031322750509,  -0.001294313958514,  -0.001560339747279,  -0.001818215710594,  -0.002055561497018,  -0.002259996755107,  -0.002419141133421,  -0.002520614280518,  -0.002555995091864,  -0.002532699450562,  -0.002462102486619,  -0.002355579330048,  -0.002224505110856,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001111279702501,  -0.000921507014572,  -0.000724748350267,  -0.000524865596000,  -0.000325720638184,  -0.000131175363233,   0.000054908342441,   0.000228825377301,   0.000387497779320,   0.000528004371347,   0.000647423976234,   0.000742835416829, 
        6277.388308800000232,   0.000035102290819,  -0.000128868868040,  -0.000322953621675,  -0.000541993388370,  -0.000780829586407,  -0.001034303634070,  -0.001297256949642,  -0.001563284073107,  -0.001820992031247,  -0.002057740972549,  -0.002260891045495,  -0.002417802398571,  -0.002515835180260,  -0.002546391495768,  -0.002517041277180,  -0.002439396413305,  -0.002325068792948,  -0.002185670304917,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001037932932569,  -0.000854831764876,  -0.000668725386999,  -0.000483011399480,  -0.000301087402861,  -0.000126350997683,   0.000037800215511,   0.000188421503976,   0.000324379606157,   0.000444994128295,   0.000549584676631,   0.000637470857407, 
        6277.390137600000344,   0.000038699940886,  -0.000124885733188,  -0.000319082360262,  -0.000539142718503,  -0.000780319586080,  -0.001037865741158,  -0.001307033961905,  -0.001581660941685,  -0.001849919034648,  -0.002098564510141,  -0.002314353637511,  -0.002484042686105,  -0.002594387925269,  -0.002636317959097,  -0.002617450730662,  -0.002549576517782,  -0.002444485598278,  -0.002313968249967,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001200132290709,  -0.001010050042622,  -0.000812559212263,  -0.000611131732169,  -0.000409239534874,  -0.000210354552913,  -0.000017948718821,   0.000164535523435,   0.000333773684158,   0.000486470762217,   0.000619331756485,   0.000729061665832, 
        6277.392271200000323,   0.000038655299839,  -0.000124693100897,  -0.000318931498479,  -0.000539239797383,  -0.000780797902083,  -0.001038785717054,  -0.001308383146772,  -0.001583370742673,  -0.001851931644040,  -0.002100849637118,  -0.002316908508149,  -0.002486892043380,  -0.002597584029053,  -0.002639926628902,  -0.002621495516614,  -0.002554024743364,  -0.002449248360329,  -0.002318900418683,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001186897799384,  -0.000987846908618,  -0.000780238602589,  -0.000568751896144,  -0.000358065804134,  -0.000152859341405,   0.000042188477194,   0.000222757588565,   0.000385963736621,   0.000529281617024,   0.000650185925437,   0.000746151357523, 
        6277.394404800000302,   0.000036619475971,  -0.000127042789406,  -0.000321318868990,  -0.000541458751719,  -0.000782712426528,  -0.001040329882355,  -0.001309561108134,  -0.001584240652457,  -0.001852541302533,  -0.002101220405226,  -0.002317035307400,  -0.002486743355917,  -0.002597101897643,  -0.002639040478219,  -0.002620177438401,  -0.002552303317725,  -0.002447208655724,  -0.002316683991934,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001201861777561,  -0.001011258107467,  -0.000813131595464,  -0.000610984224928,  -0.000408317979237,  -0.000208634841766,  -0.000015436795894,   0.000167732879287,   0.000337165721815,   0.000489111974013,   0.000619821878202,   0.000725545676704, 
        6277.396233600000414,   0.000051921552807,  -0.000118438338988,  -0.000317463498854,  -0.000540743542570,  -0.000783868085916,  -0.001042426744673,  -0.001312009134621,  -0.001586742554103,  -0.001854905031717,  -0.002103312278625,  -0.002318780005988,  -0.002488123924968,  -0.002598159746725,  -0.002639863359557,  -0.002620851360298,  -0.002552900522918,  -0.002447787621388,  -0.002317289429676,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001203876941524,  -0.001013817804782,  -0.000816329539829,  -0.000614885122638,  -0.000412957529180,  -0.000214019735428,  -0.000021544717354,   0.000161024180390,   0.000330362138440,   0.000483173968751,   0.000616164483280,   0.000726038493982, 
        6277.398367200000393,   0.000022959068396,  -0.000156192185508,  -0.000365039047803,  -0.000597969095648,  -0.000849369906198,  -0.001113629056611,  -0.001385134124042,  -0.001657221783360,  -0.001919025100275,  -0.002158626238211,  -0.002364107360588,  -0.002523550630830,  -0.002625038212358,  -0.002660522165792,  -0.002637434140543,  -0.002567075683222,  -0.002460748340435,  -0.002329753658794,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,  -0.001184052042462,  -0.000977349340529,  -0.000760954201812,  -0.000540659700849,  -0.000322258912182,  -0.000111544910349,   0.000085689230108,   0.000264445356219,   0.000422905001277,   0.000560044620146,   0.000674840667688,   0.000766269598766, 
